frame,triangle_count,total_fragments,covered_pixels,overdraw_extra,avg_overdraw,max_overdraw,rasterized_triangles,skipped_triangles,quad_instances,quad_covered_lanes,quad_waste_lanes,quad_efficiency
273,296750,4681895,2073598,2608297,2.257860,11,74682,222068,1402547,4681895,928293,0.834534
274,255542,4687008,2073600,2613408,2.260324,10,74531,181011,1404862,4687008,932440,0.834069
275,253142,4688386,2073599,2614787,2.260990,10,74446,178696,1404626,4688386,930118,0.834455
276,249741,4684229,2073599,2610630,2.258985,10,74110,175631,1403828,4684229,931083,0.834189
277,249741,4686528,2073600,2612928,2.260093,10,73939,175802,1404228,4686528,930384,0.834360
278,225451,4697009,2073600,2623409,2.265147,10,73919,151532,1407559,4697009,933227,0.834247
279,225443,4716117,2073599,2642518,2.274363,10,73640,151803,1412500,4716117,933883,0.834711
280,219803,4742572,2073600,2668972,2.287120,10,73470,146333,1420082,4742572,937756,0.834912
281,219803,4727702,2073600,2654102,2.279949,10,71744,148059,1411449,4727702,918094,0.837384
282,200423,4729982,2073599,2656383,2.281050,9,68752,131671,1404747,4729982,889006,0.841785
283,194837,4747955,2073600,2674355,2.289716,9,66840,127997,1403126,4747955,864549,0.845960
284,214179,4766997,2073600,2693397,2.298899,9,64954,149225,1402629,4766997,843519,0.849654
285,214177,4788317,2073600,2714717,2.309181,9,63262,150915,1400642,4788317,814251,0.854665
286,216567,4804467,2073600,2730867,2.316969,9,61050,155517,1398410,4804467,789173,0.858916
287,222153,4815810,2073599,2742211,2.322440,9,57232,164921,1392530,4815810,754310,0.864579
288,222153,4827404,2073600,2753804,2.328030,9,54932,167221,1388445,4827404,726376,0.869211
289,222153,4831523,2073600,2757923,2.330017,9,53221,168932,1383125,4831523,700977,0.873298
290,222151,4821684,2073600,2748084,2.325272,9,51725,170426,1373832,4821684,673644,0.877415
291,222151,4869021,2073600,2795421,2.348100,9,49583,172568,1378083,4869021,643311,0.883296
292,222151,4901530,2073600,2827930,2.363778,8,46585,175566,1374913,4901530,598122,0.891244
293,222151,4904420,2073600,2830820,2.365172,8,45369,176782,1369496,4904420,573564,0.895297
294,223455,4849741,2073600,2776141,2.338803,11,45171,178284,1354106,4849741,566683,0.895377
295,229095,4843576,2073600,2769976,2.335829,12,45571,183524,1351500,4843576,562424,0.895963
296,229095,4936920,2073599,2863321,2.380846,13,45757,183338,1376261,4936920,568124,0.896799
297,223287,5069226,2073600,2995626,2.444650,12,46007,177280,1412291,5069226,579938,0.897341
298,223285,5218873,2073600,3145273,2.516818,13,46098,177187,1453113,5218873,593579,0.897878
299,264493,5363551,2073600,3289951,2.586589,15,46373,218120,1492732,5363551,607377,0.898278
300,359108,5476178,2073600,3402578,2.640904,15,47152,311956,1526305,5476178,629042,0.896967
