run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_object_count,param_material_count,param_geometry_count,param_z_min,param_z_max,param_xy_minmax,param_radius,param_geometry_div,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_overdraw_count,param_alu_calc_count,param_renderer_variant,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error
161,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00161.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,8,-1,1,1,0.5,16,1,1,256,1,48,VisBuf,visibility,resolve,,total,0.21171,0.21232,0.22496,0.21241,0.21174,0.21203,0.21258,0.21299,0.49318,0.49350,0.50326,0.49401,0.49318,0.49338,0.49382,0.50326,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70528,0.70589,0.71882,0.70642,0.70531,0.70550,0.70634,0.71549,65536,8,16,48,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,8,48,4,overdraw_alu_orthogonal,0,161,0,success,0,
162,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00162.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,8,-1,1,1,0.5,16,1,1,256,1,64,Forward,forward,,,total,6.26528,6.26800,6.27267,6.26829,6.26534,6.26598,6.27094,6.27226,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.26528,6.26800,6.27267,6.26829,6.26534,6.26598,6.27094,6.27226,65536,8,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,8,64,1,overdraw_alu_orthogonal,0,162,0,success,0,
163,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00163.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,8,-1,1,1,0.5,16,1,1,256,1,64,ForwardPrepass,depth_prepass,forward,,total,0.14614,0.14787,0.15034,0.14770,0.14624,0.14688,0.14832,0.14858,0.75600,0.76035,0.76144,0.75980,0.75667,0.75696,0.76083,0.76138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.90387,0.90794,0.90973,0.90750,0.90390,0.90483,0.90874,0.90970,65536,8,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,8,64,2,overdraw_alu_orthogonal,0,163,0,success,0,
164,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00164.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,8,-1,1,1,0.5,16,1,1,256,1,64,VisBuf,visibility,resolve,,total,0.21168,0.21197,0.23789,0.21225,0.21168,0.21174,0.21238,0.21430,0.64915,0.66067,0.66128,0.65985,0.64918,0.66038,0.66090,0.66109,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86109,0.87264,0.89824,0.87210,0.86131,0.87219,0.87309,0.87510,65536,8,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,8,64,4,overdraw_alu_orthogonal,0,164,0,success,0,
165,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00165.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,0,Forward,forward,,,total,0.20464,0.20538,0.20614,0.20540,0.20470,0.20502,0.20582,0.20608,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20464,0.20538,0.20614,0.20540,0.20470,0.20502,0.20582,0.20608,65536,12,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,0,1,overdraw_alu_orthogonal,0,165,0,success,0,
166,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00166.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.14899,0.15066,0.15142,0.15046,0.14909,0.14957,0.15107,0.15120,0.14662,0.14710,0.14736,0.14709,0.14675,0.14704,0.14717,0.14726,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29606,0.29776,0.29856,0.29755,0.29626,0.29670,0.29814,0.29853,65536,12,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,0,2,overdraw_alu_orthogonal,0,166,0,success,0,
167,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00167.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.24730,0.24806,0.24886,0.24803,0.24736,0.24755,0.24848,0.24874,0.02634,0.02646,0.02666,0.02648,0.02637,0.02640,0.02656,0.02659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27376,0.27453,0.27542,0.27451,0.27379,0.27402,0.27491,0.27526,65536,12,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,0,4,overdraw_alu_orthogonal,0,167,0,success,0,
168,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00168.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,1,Forward,forward,,,total,0.41629,0.41731,0.41805,0.41723,0.41635,0.41664,0.41770,0.41792,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41629,0.41731,0.41805,0.41723,0.41635,0.41664,0.41770,0.41792,65536,12,16,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,1,1,overdraw_alu_orthogonal,0,168,0,success,0,
169,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00169.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,1,ForwardPrepass,depth_prepass,forward,,total,0.14906,0.15066,0.15133,0.15042,0.14922,0.14954,0.15104,0.15133,0.15786,0.15814,0.15837,0.15815,0.15789,0.15805,0.15830,0.15834,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30723,0.30870,0.30954,0.30857,0.30733,0.30768,0.30925,0.30950,65536,12,16,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,1,2,overdraw_alu_orthogonal,0,169,0,success,0,
170,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00170.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,1,VisBuf,visibility,resolve,,total,0.24698,0.24768,0.24870,0.24775,0.24698,0.24723,0.24832,0.24867,0.04298,0.04307,0.04336,0.04309,0.04298,0.04301,0.04320,0.04330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29005,0.29082,0.29184,0.29084,0.29008,0.29030,0.29146,0.29181,65536,12,16,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,1,4,overdraw_alu_orthogonal,0,170,0,success,0,
171,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00171.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,2,Forward,forward,,,total,0.55120,0.55235,0.55290,0.55228,0.55146,0.55174,0.55274,0.55290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55120,0.55235,0.55290,0.55228,0.55146,0.55174,0.55274,0.55290,65536,12,16,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,2,1,overdraw_alu_orthogonal,0,171,0,success,0,
172,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00172.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,2,ForwardPrepass,depth_prepass,forward,,total,0.14918,0.15082,0.15206,0.15074,0.14928,0.14982,0.15162,0.15200,0.16720,0.16794,0.16845,0.16785,0.16723,0.16736,0.16835,0.16842,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31667,0.31850,0.32013,0.31859,0.31670,0.31728,0.31978,0.32010,65536,12,16,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,2,2,overdraw_alu_orthogonal,0,172,0,success,0,
173,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00173.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,2,VisBuf,visibility,resolve,,total,0.24685,0.24730,0.25955,0.24748,0.24685,0.24701,0.24794,0.24886,0.04976,0.04992,0.05021,0.04993,0.04976,0.04982,0.05008,0.05021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29667,0.29722,0.30950,0.29742,0.29667,0.29690,0.29792,0.29888,65536,12,16,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,2,4,overdraw_alu_orthogonal,0,173,0,success,0,
174,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00174.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,4,Forward,forward,,,total,0.82733,0.82778,0.82867,0.82781,0.82736,0.82752,0.82813,0.82867,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82733,0.82778,0.82867,0.82781,0.82736,0.82752,0.82813,0.82867,65536,12,16,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,4,1,overdraw_alu_orthogonal,0,174,0,success,0,
175,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00175.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,4,ForwardPrepass,depth_prepass,forward,,total,0.14982,0.15136,0.15216,0.15118,0.14989,0.15027,0.15184,0.15200,0.18653,0.18698,0.18733,0.18694,0.18656,0.18666,0.18720,0.18726,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33667,0.33827,0.33920,0.33812,0.33686,0.33718,0.33885,0.33914,65536,12,16,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,4,2,overdraw_alu_orthogonal,0,175,0,success,0,
176,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00176.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,4,VisBuf,visibility,resolve,,total,0.24691,0.24749,0.24870,0.24758,0.24694,0.24714,0.24813,0.24867,0.06938,0.06957,0.06982,0.06957,0.06938,0.06944,0.06966,0.06979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31645,0.31706,0.31843,0.31714,0.31645,0.31667,0.31770,0.31843,65536,12,16,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,4,4,overdraw_alu_orthogonal,0,176,0,success,0,
177,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00177.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,8,Forward,forward,,,total,1.37808,1.37974,1.38106,1.37968,1.37827,1.37885,1.38032,1.38080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.37808,1.37974,1.38106,1.37968,1.37827,1.37885,1.38032,1.38080,65536,12,16,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,8,1,overdraw_alu_orthogonal,0,177,0,success,0,
178,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00178.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,8,ForwardPrepass,depth_prepass,forward,,total,0.14995,0.15133,0.15210,0.15117,0.15002,0.15037,0.15174,0.15194,0.22486,0.22541,0.22598,0.22540,0.22499,0.22512,0.22560,0.22595,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37520,0.37674,0.37770,0.37657,0.37523,0.37578,0.37722,0.37754,65536,12,16,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,8,2,overdraw_alu_orthogonal,0,178,0,success,0,
179,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00179.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,8,VisBuf,visibility,resolve,,total,0.24688,0.24758,0.24883,0.24765,0.24698,0.24720,0.24816,0.24874,0.10678,0.10707,0.10733,0.10708,0.10682,0.10698,0.10720,0.10730,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35398,0.35462,0.35587,0.35473,0.35402,0.35430,0.35533,0.35578,65536,12,16,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,8,4,overdraw_alu_orthogonal,0,179,0,success,0,
180,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00180.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,12,Forward,forward,,,total,1.89917,1.92458,1.92624,1.92044,1.89917,1.89965,1.92538,1.92614,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.89917,1.92458,1.92624,1.92044,1.89917,1.89965,1.92538,1.92614,65536,12,16,12,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,12,1,overdraw_alu_orthogonal,0,180,0,success,0,
181,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00181.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,12,ForwardPrepass,depth_prepass,forward,,total,0.15018,0.15123,0.15210,0.15117,0.15021,0.15059,0.15171,0.15200,0.26282,0.26352,0.26442,0.26349,0.26282,0.26307,0.26390,0.26422,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41357,0.41469,0.41594,0.41466,0.41360,0.41389,0.41546,0.41587,65536,12,16,12,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,12,2,overdraw_alu_orthogonal,0,181,0,success,0,
182,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00182.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,12,VisBuf,visibility,resolve,,total,0.24714,0.24813,0.24877,0.24808,0.24717,0.24755,0.24854,0.24874,0.14544,0.14573,0.14602,0.14573,0.14547,0.14563,0.14586,0.14598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39258,0.39386,0.39462,0.39380,0.39283,0.39325,0.39424,0.39453,65536,12,16,12,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,12,4,overdraw_alu_orthogonal,0,182,0,success,0,
183,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00183.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,12,-1,1,1,0.5,16,1,1,256,1,16,Forward,forward,,,total,2.46736,2.46979,2.47936,2.46974,2.46752,2.46845,2.47062,2.47184,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.46736,2.46979,2.47936,2.46974,2.46752,2.46845,2.47062,2.47184,65536,12,16,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,16,1,overdraw_alu_orthogonal,0,183,0,success,0,
