frame,total,geometry,lighting,tonemap,index_count
1900,4.20586,3.81330,0.32813,0.05230,11240997.00000
1910,4.50620,4.08598,0.35277,0.05452,11240988.00000
1920,3.47351,3.10168,0.32053,0.03915,11240979.60000
1930,4.00883,3.62483,0.32556,0.04547,11240965.20000
1940,4.73486,4.30475,0.33019,0.07557,11240951.40000
1950,3.33220,2.96590,0.31918,0.03534,11240937.00000
1960,3.38629,3.01816,0.31999,0.03577,11240920.80000
1970,3.40919,3.04005,0.32065,0.03639,11240906.40000
1980,3.50104,3.13138,0.32109,0.03657,11048367.60000
1990,3.46308,3.09532,0.32069,0.03540,10373694.60000
2000,3.84587,3.43292,0.34327,0.04063,10223550.60000
2010,5.67645,5.24474,0.34014,0.05856,10177897.20000
2020,3.64243,3.27420,0.32039,0.03603,10158671.40000
2030,3.55978,3.19182,0.32053,0.03620,9564483.60000
2040,3.52455,3.15843,0.31991,0.03551,8650854.90000
2050,3.65308,3.28684,0.31964,0.03581,8318451.60000
2060,3.86530,3.46084,0.34436,0.03724,8665887.00000
2070,3.87230,3.49973,0.32308,0.03843,7881299.40000
2080,3.50134,3.13272,0.32179,0.03623,5397019.20000
2090,2.94856,2.58371,0.31964,0.03446,3795908.10000
2100,3.01620,2.64989,0.32033,0.03505,3118903.80000
2110,3.21328,2.84197,0.32241,0.03788,3664485.60000
2120,3.87979,3.48394,0.33195,0.05212,5019081.60000
2130,6.33891,5.89459,0.35188,0.08018,5231196.00000
2140,4.23688,3.85667,0.32516,0.04480,5636161.80000
2150,4.12523,3.74591,0.32571,0.04282,6005308.80000
2160,3.37345,2.99862,0.32366,0.04033,4074952.50000
2170,2.24414,1.77012,0.40371,0.03638,1575881.40000
2180,1.95090,1.53556,0.34431,0.03793,1637140.20000
2190,1.55385,1.18418,0.32151,0.03779,1388206.80000
2200,0.96566,0.60847,0.31577,0.03165,724267.50000
2210,0.65561,0.31095,0.30906,0.02663,522360.60000
2220,0.69594,0.34252,0.31272,0.03015,359120.40000
2230,0.48118,0.12364,0.31212,0.03566,318315.00000
2240,0.40455,0.03711,0.31170,0.04640,235974.30000
2250,0.38411,0.01741,0.31195,0.04537,40580.10000
2260,0.41614,0.04994,0.31277,0.04306,142475.40000
2270,0.65498,0.29891,0.31394,0.03204,404724.00000
2280,0.57043,0.21515,0.31322,0.03200,264973.50000
2290,0.46441,0.10554,0.31248,0.03632,205083.00000
2300,0.38625,0.02150,0.31214,0.04175,20613.00000
2310,0.37285,0.00949,0.31201,0.04137,0.00000
2320,0.37256,0.00951,0.31142,0.04171,0.00000
2330,0.37435,0.01020,0.31267,0.04104,0.00000
2340,0.37481,0.00953,0.31244,0.04128,0.00000
2350,0.37225,0.00946,0.31123,0.04156,0.00000
2360,0.37220,0.00949,0.31102,0.04169,0.00000
2370,0.37259,0.00953,0.31146,0.04174,0.00000
2380,0.37202,0.00950,0.31104,0.04153,0.00000
2390,0.37242,0.00969,0.31136,0.04146,0.00000
2400,0.37545,0.00952,0.31282,0.04151,0.00000
2410,0.37451,0.01043,0.31250,0.04155,0.00000
2420,0.37420,0.01106,0.31292,0.04027,0.00000
2430,0.37352,0.00956,0.31206,0.04180,0.00000
2440,0.37146,0.00950,0.31090,0.04118,0.00000
2450,0.37441,0.00951,0.31236,0.04157,0.00000
2460,0.37310,0.00953,0.31185,0.04135,0.00000
2470,0.37284,0.00952,0.31175,0.04140,0.00000
2480,0.37258,0.00946,0.31171,0.04146,0.00000
2490,0.37206,0.00952,0.31104,0.04156,0.00000
